CNTSTUID,ST001D01T,AGE,ST004D01T,IMMIG,ST082Q01NA,ST082Q02NA,ST082Q03NA,ST082Q08NA,ST082Q09NA,ST082Q12NA,ST082Q13NA,ST082Q14NA,ST034Q02TA,ST034Q05TA
12408341,11,16.25,2,1,1,1,3,3,4,4,3,4,4,2
12409109,9,15.33,2,1,3,2,2,3,3,3,4,3,2,2
12401502,9,15.33,2,1,3,2,3,3,3,3,4,3,2,2
12421945,10,16.17,1,1,3,3,3,4,4,4,3,3,2,2
12415739,10,15.67,1,1,3,3,3,999,2,3,2,3,1,1
12429110,10,15.83,1,1,4,4,4,4,4,4,4,4,1,2
12407147,10,15.33,1,1,4,3,3,3,3,3,3,3,2,2
12425931,10,16,1,1,3,3,3,3,3,3,3,3,1,1
12419969,10,15.67,1,1,3,2,4,3,3,3,3,3,1,2
12404481,10,15.5,1,1,2,3,3,3,3,3,2,3,3,2
12424392,10,15.58,1,1,3,3,2,2,3,3,4,3,1,999
12424640,10,15.83,1,1,2,3,3,3,1,3,1,3,1,999
12402832,10,15.5,1,1,3,3,3,4,4,3,2,3,2,2
12412308,10,15.58,1,1,2,4,4,4,3,4,2,3,2,2
12417092,10,15.75,1,1,3,3,3,4,2,3,3,3,2,2
12403088,10,15.75,1,1,3,3,3,3,3,3,3,3,2,2
12421464,10,16.25,2,1,1,3,3,3,2,4,2,2,2,2
12417793,10,15.92,2,1,3,3,3,2,3,3,3,3,2,2
12417131,10,15.5,2,1,3,3,3,3,3,3,3,3,2,2
12403818,10,16,2,1,3,4,3,3,3,4,4,4,1,1
12413287,10,16.17,2,1,3,3,3,3,3,3,3,3,2,2
12409642,10,15.58,2,1,1,3,2,2,2,2,2,2,4,4
12401249,10,16,2,1,3,3,2,3,3,3,3,3,2,3
12422580,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12423875,10,16.25,2,1,3,3,3,3,3,3,3,3,3,3
12420917,10,16,2,1,3,4,3,3,4,4,4,3,4,2
12429757,11,16.17,1,1,4,3,3,3,3,3,3,4,1,2
12422819,11,16.25,2,1,3,3,1,1,1,1,1,3,2,2
12419774,9,15.58,1,1,2,3,3,3,2,3,3,3,2,2
12407809,9,15.42,1,1,3,4,3,4,2,4,4,3,3,2
12416703,9,15.75,2,1,3,3,3,4,3,3,1,3,2,2
12400306,9,15.5,2,1,3,2,3,3,3,3,3,3,2,2
12426976,9,15.58,2,1,1,1,4,2,4,3,1,2,1,1
12424950,10,15.67,1,1,3,3,3,3,3,3,3,4,2,2
12430390,10,15.58,1,1,2,3,3,3,2,3,2,3,3,2
12401320,10,15.67,1,1,2,3,3,3,3,3,2,2,2,2
12406361,10,15.67,1,1,3,2,3,2,3,3,3,3,2,2
12413978,10,16.25,1,1,2,4,4,3,3,3,2,3,3,2
12422759,10,15.67,1,1,2,3,3,3,3,3,2,2,3,2
12424296,10,16.33,1,1,3,3,3,3,3,3,3,3,3,2
12426741,10,16,1,1,1,3,2,3,2,2,2,1,4,4
12407734,10,15.42,2,1,3,3,3,3,4,3,4,4,2,2
12416817,10,16.17,2,1,3,3,3,3,3,3,3,3,1,1
12408862,10,15.83,2,1,3,2,999,999,3,999,999,999,2,2
12421379,10,15.92,2,1,3,3,3,2,3,2,3,3,2,2
12429744,10,15.92,2,1,4,4,4,4,3,3,3,4,3,2
12407226,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12412781,10,15.83,2,1,3,4,4,4,4,4,4,4,4,3
12417393,10,15.58,2,3,1,3,2,2,2,3,1,2,2,2
12414629,10,16.08,2,1,3,3,3,3,4,4,3,3,2,2
12422468,10,15.92,2,1,3,3,3,3,3,3,3,3,2,2
12400474,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12416196,10,16.17,2,1,3,4,3,3,3,3,3,4,3,3
12401833,10,15.92,2,1,3,3,3,2,3,2,2,4,2,1
12405151,10,15.5,2,1,3,3,3,3,3,3,3,3,3,3
12411345,10,16.33,2,1,4,4,4,4,4,4,4,4,1,1
12425045,10,16.25,1,1,2,3,4,3,2,3,3,3,2,2
12402423,10,16.25,1,1,3,4,4,4,2,4,3,4,1,1
12419771,10,16.33,1,999,3,3,2,2,3,2,2,2,3,2
12409582,10,15.75,1,1,4,3,3,3,2,3,3,3,2,2
12428180,10,16.17,1,1,3,3,3,3,3,3,3,3,2,2
12404330,10,15.75,1,3,3,3,4,3,3,3,2,3,2,2
12426792,10,16.17,1,1,3,4,4,4,4,4,4,4,1,1
12403721,10,16.08,1,2,1,2,3,3,1,2,2,3,1,2
12425989,10,15.83,1,1,1,3,3,3,2,3,2,3,2,2
12412511,10,16.17,1,1,3,3,2,3,3,3,3,3,2,2
12428252,10,16.08,1,1,2,3,4,3,3,3,2,3,2,2
12421259,10,16.17,2,1,4,3,3,2,3,3,3,3,2,2
12422275,10,16.17,2,1,3,3,3,3,3,3,2,3,3,2
12422207,10,15.92,2,1,3,3,3,3,4,4,4,4,3,2
12417215,10,15.92,2,2,3,4,4,3,3,4,3,4,1,1
12420907,10,16,2,2,3,4,2,3,2,3,3,2,3,2
12403643,10,16.33,2,1,4,4,4,3,4,4,4,4,2,2
12415902,10,15.75,2,3,3,3,4,4,3,4,3,4,1,1
12418204,10,16,2,1,3,4,3,3,3,4,3,3,2,2
12418513,10,16.08,2,999,999,999,999,999,999,999,999,999,999,999
12427581,10,15.58,2,1,3,4,4,4,3,3,2,3,2,2
12423712,10,15.5,2,1,3,3,3,3,3,2,3,3,2,2
12401611,10,16.17,2,2,3,2,3,3,3,3,3,3,2,2
12417038,10,16.33,2,1,3,3,3,3,3,3,3,3,2,2
12404680,10,16.08,2,1,4,4,3,3,2,3,3,2,1,1
12403121,10,15.92,2,999,999,999,999,999,999,999,999,999,999,999
12405685,10,15.67,2,1,3,3,3,3,3,3,3,3,2,2
12401102,9,16.08,1,1,3,2,3,2,3,3,3,3,3,3
12407019,9,16.25,2,1,2,3,3,3,3,3,3,2,2,2
12425771,9,16.08,2,1,4,4,4,3,3,3,3,3,2,2
12418664,9,15.67,2,3,4,4,4,4,4,4,4,4,2,1
12411578,10,15.67,1,1,2,3,3,3,2,3,2,2,2,2
12412763,10,15.75,1,1,3,4,4,4,4,4,4,4,2,2
12413067,10,16,1,1,2,3,3,3,2,4,2,2,3,3
12410291,10,16.08,1,1,3,3,3,2,2,3,2,3,2,2
12416261,10,16,1,1,3,4,4,4,3,4,3,3,1,1
12415236,10,16.08,1,1,2,3,3,3,3,2,2,3,2,2
12400736,10,15.58,1,1,1,4,3,3,1,4,1,1,4,4
12403098,10,15.83,1,1,1,3,3,3,2,3,2,3,2,2
12402894,10,16,1,1,1,1,1,4,1,4,1,999,4,2
12416772,10,16,1,1,3,3,4,4,3,4,4,4,2,1
12424539,10,16.08,1,1,2,4,4,4,2,3,2,3,2,2
12407981,10,15.75,2,1,3,3,4,3,4,3,4,4,1,1
12424760,10,16,2,1,3,4,3,3,4,2,3,3,3,3
12413923,10,16.17,2,2,3,3,3,3,3,4,3,3,1,1
12408114,10,16.33,2,3,4,4,3,4,4,3,4,4,1,2
12405245,10,16.17,2,2,4,3,3,3,4,3,4,4,2,2
12405966,10,16.33,2,1,3,3,2,3,4,3,4,3,2,2
12420179,10,15.5,2,1,4,4,4,4,4,4,4,4,1,1
12405877,10,15.42,2,1,3,3,3,2,4,3,3,3,1,1
12430191,10,16.17,2,1,4,3,3,3,3,2,3,3,2,2
12407319,12,16.33,1,3,2,3,3,3,2,3,2,3,3,3
12414219,10,15.5,1,3,2,3,3,3,3,3,3,3,2,2
12403882,10,15.67,1,1,3,3,3,3,3,3,3,3,2,999
12426539,10,15.92,1,1,3,2,3,3,2,3,3,3,2,2
12406730,10,15.75,1,2,3,3,3,3,3,3,3,3,4,2
12428142,10,15.42,1,1,2,3,3,3,3,3,3,3,2,2
12413262,10,15.75,1,1,3,3,4,3,3,4,3,4,2,2
12402070,10,16.33,1,3,2,4,4,4,2,4,4,4,2,2
12424204,10,16.08,1,1,1,4,3,3,3,3,3,2,2,2
12430098,10,16,1,2,1,3,3,3,3,3,3,3,2,2
12406185,10,15.5,1,1,3,3,3,3,3,3,3,3,1,2
12420228,10,16.17,1,1,3,3,3,3,3,3,3,3,3,1
12408725,10,15.58,1,2,4,999,2,3,4,4,3,4,2,2
12405116,10,15.92,1,2,3,3,3,3,3,3,3,3,2,3
12402326,10,15.75,1,2,2,4,3,4,3,4,3,4,2,2
12412996,10,15.75,1,1,3,4,4,4,3,4,4,4,1,1
12416128,10,16.25,1,3,4,4,4,4,4,4,4,4,1,2
12415955,10,15.42,1,3,3,4,4,4,4,4,3,3,2,4
12413419,10,16.08,1,2,4,4,4,4,4,4,4,4,1,1
12416334,10,15.83,1,2,3,3,3,3,2,3,3,3,2,3
12422303,10,15.5,2,3,3,4,4,3,3,4,3,4,2,2
12411064,10,15.83,2,1,1,4,4,4,4,4,1,1,1,1
12414055,10,15.67,2,2,3,3,3,3,3,3,3,3,2,2
12415683,10,15.5,2,1,3,3,2,3,3,3,3,3,1,1
12423742,10,15.67,2,3,3,2,3,2,3,2,3,3,2,2
12407697,10,15.83,2,2,2,3,3,3,2,3,2,2,4,4
12413834,10,15.92,2,2,4,4,4,4,4,4,4,4,1,2
12406552,10,15.67,2,2,3,3,3,3,3,3,3,3,2,2
12416481,10,16.08,2,3,999,999,999,999,999,999,999,999,3,3
12422473,10,15.58,2,2,3,3,3,3,3,3,3,3,2,3
12406112,10,16,2,1,2,3,4,3,2,3,2,3,2,2
12424998,10,15.83,2,2,2,3,3,3,2,3,2,2,2,2
12429046,10,15.83,2,1,3,4,4,3,4,3,4,4,3,3
12428367,10,15.5,2,3,2,4,3,2,2,2,2,3,1,2
12421923,10,15.92,2,2,2,3,4,4,3,4,1,4,1,2
12418915,10,15.58,2,2,3,2,3,3,2,3,2,3,2,2
12429526,10,15.5,2,3,4,3,3,3,4,3,4,4,2,2
12427322,10,15.75,2,2,3,3,3,3,3,3,3,3,1,1
12412924,10,15.42,2,2,4,3,3,4,4,4,4,4,1,3
12415536,11,16.33,1,999,999,999,999,999,999,999,999,999,999,999
12407404,11,15.42,2,3,4,3,4,4,4,4,4,4,1,1
12411624,9,15.5,1,999,4,3,4,4,4,3,4,3,2,2
12405211,9,15.33,1,1,3,3,3,4,3,3,3,3,2,2
12409957,9,16.25,1,3,3,3,3,3,3,3,3,3,2,2
12408067,9,15.42,1,3,2,3,4,1,3,4,2,2,2,2
12426236,9,15.42,1,3,1,4,4,4,4,4,4,4,1,1
12426631,9,15.92,2,1,4,3,4,4,4,4,4,4,2,2
12421448,9,15.33,2,1,4,3,3,3,4,3,4,4,2,3
12402215,9,15.5,2,1,4,3,3,3,3,3,4,4,2,2
12430344,9,15.5,2,1,3,4,4,4,4,4,4,4,1,1
12414890,9,15.75,2,3,4,4,4,3,3,3,3,3,1,1
12414039,9,15.33,2,3,3,3,4,3,2,3,2,4,1,1
12420468,9,15.42,2,3,3,3,4,3,3,3,3,4,2,2
12410768,10,15.92,1,1,3,3,3,3,3,3,3,3,1,1
12423723,10,15.67,1,1,2,3,3,3,3,3,2,3,2,2
12414345,10,15.75,1,1,4,2,3,3,3,3,4,4,2,2
12417098,10,16.33,1,1,3,3,4,4,3,4,2,4,2,2
12427901,10,15.42,1,1,2,3,3,3,3,3,2,2,2,2
12422787,10,16.25,1,1,2,4,4,4,4,3,3,3,2,3
12405110,10,15.83,1,1,1,3,3,3,2,3,1,1,3,2
12419341,10,16,1,1,2,3,3,3,3,3,3,3,2,2
12403757,10,15.83,1,1,3,2,3,3,3,3,3,3,2,2
12403297,10,15.83,1,2,3,3,3,2,3,4,4,3,3,2
12415716,10,15.58,1,1,2,3,4,3,3,4,3,4,1,2
12414221,10,16.25,1,1,3,3,3,999,3,4,4,3,2,2
12412069,10,15.75,1,1,3,3,3,3,3,3,3,3,2,2
12414380,10,16.08,1,1,3,3,3,3,3,3,3,3,2,1
12408369,10,16.08,1,1,3,3,3,3,3,3,3,3,2,2
12404463,10,15.75,1,1,3,3,3,3,4,3,4,4,2,2
12412174,10,15.58,1,1,4,4,4,4,4,4,4,4,1,1
12414338,10,15.42,1,2,2,3,3,2,2,3,2,2,3,2
12416605,10,15.42,2,3,3,3,3,3,3,3,3,3,1,2
12407575,10,16.08,2,1,3,3,3,3,3,3,3,3,3,2
12417926,10,16,2,1,3,3,3,3,3,3,3,3,3,2
12428311,10,16.17,2,2,3,3,4,2,2,3,3,4,2,2
12422230,10,15.5,2,1,3,3,3,3,3,3,3,3,2,2
12408393,10,16.17,2,1,2,2,3,3,2,2,2,3,2,2
12408423,10,16,2,1,3,3,4,3,4,3,4,4,1,2
12404899,10,16,2,1,4,3,3,2,3,3,4,4,1,2
12423005,10,15.5,2,1,3,3,3,3,4,3,3,3,2,2
12405924,10,15.75,2,1,3,3,3,3,4,3,2,3,2,2
12405231,10,16.25,2,1,2,4,3,3,3,3,3,2,3,3
12427897,10,15.83,2,1,3,3,3,3,2,3,2,3,3,3
12425154,10,16.17,2,1,4,1,4,1,4,1,4,4,4,4
12406261,10,16.33,2,1,3,3,2,3,3,2,3,3,3,3
12404003,10,16.08,2,1,3,3,3,3,3,3,3,3,2,2
12420664,10,16.08,2,1,4,2,3,3,1,2,1,1,2,2
12418905,10,16,2,1,3,3,3,3,3,3,3,3,2,2
12427395,10,16.17,1,1,3,3,3,3,3,3,3,3,2,2
12407915,10,15.5,1,999,3,3,3,3,3,3,3,3,4,4
12409112,10,15.58,1,3,4,4,3,3,3,3,3,4,2,2
12427209,10,16,1,1,3,4,4,4,2,4,3,2,1,2
12408588,10,15.5,1,2,3,3,3,3,4,3,4,3,3,2
12404975,10,15.5,1,1,2,4,3,3,2,3,3,3,2,2
12414441,10,15.92,1,1,2,3,3,3,3,2,2,2,3,2
12402338,10,15.83,1,1,1,3,3,3,1,3,2,3,4,3
12423390,10,15.83,1,3,3,3,3,3,3,3,3,3,3,2
12424009,10,16.08,1,3,3,2,3,3,3,3,3,3,3,2
12419512,10,15.67,2,2,4,3,3,3,3,3,3,3,2,2
12409826,10,15.83,2,3,4,3,3,3,3,3,3,3,1,2
12407698,10,15.83,2,3,3,2,3,3,3,4,4,4,2,2
12404996,10,16,2,2,3,3,3,3,3,3,3,3,2,2
12400812,10,16.17,2,1,4,4,4,4,4,4,4,4,1,1
12421716,10,15.5,2,2,2,3,3,3,4,4,4,4,1,2
12425955,10,15.92,2,2,2,3,3,3,2,3,3,3,2,2
12403770,10,15.75,2,2,3,3,4,3,4,3,4,4,2,2
12423510,10,15.75,2,3,3,3,3,3,3,3,2,3,2,2
12416115,10,15.42,2,2,3,2,3,3,3,3,2,3,2,2
12404859,10,15.42,1,1,3,3,3,3,2,3,2,3,2,2
12426559,10,15.92,1,1,1,3,3,3,2,3,2,2,3,3
12416616,10,15.42,1,1,3,3,4,4,3,4,3,3,2,2
12426318,10,16,1,1,4,4,4,4,4,4,4,4,1,999
12426567,10,15.58,1,1,2,3,3,3,2,3,2,3,3,3
12424369,10,16,1,999,3,4,4,3,2,4,2,4,3,2
12409194,10,15.83,1,1,3,4,4,4,3,4,3,4,2,1
12418057,10,15.58,1,3,4,2,3,3,4,4,4,4,3,2
12419602,10,15.83,1,1,1,4,3,3,2,4,1,3,2,2
12427884,10,15.5,1,1,4,3,3,3,4,3,4,4,1,1
12419591,10,15.58,2,1,4,3,2,2,4,3,4,3,2,2
12412320,10,16.08,2,1,2,3,3,3,2,3,3,3,2,2
12413326,10,15.92,2,1,2,3,3,4,3,4,2,2,3,4
12409717,10,15.42,2,1,3,3,3,3,3,3,3,3,2,2
12419072,10,15.67,2,1,4,3,3,4,3,3,4,3,2,1
12412634,10,16.33,2,1,2,3,3,3,4,3,3,3,2,2
12410791,10,15.83,2,1,3,3,3,3,3,3,3,3,2,2
12415671,11,16.33,1,1,2,3,3,3,3,3,3,3,2,2
12410704,11,16.25,2,1,3,4,3,3,3,4,4,3,2,2
12428004,10,15.75,1,3,2,3,3,3,3,3,2,3,2,2
12419236,10,15.67,1,1,4,3,3,4,3,3,4,4,2,2
12407722,10,15.67,1,1,2,3,3,3,2,2,2,2,3,3
12407042,10,15.5,1,1,2,2,3,3,2,3,2,3,2,2
12410996,10,15.75,1,1,3,4,4,3,3,3,3,3,1,1
12412803,10,16,1,3,4,3,3,4,4,4,4,4,2,1
12424091,10,15.58,1,3,3,2,3,2,3,4,2,3,2,2
12429960,10,15.75,1,2,3,3,4,3,4,4,4,4,2,1
12430914,10,16.08,1,1,2,3,3,3,3,3,2,3,2,2
12419839,10,15.92,1,2,3,3,3,3,3,4,3,4,2,2
12420211,10,15.58,1,1,4,3,3,3,3,3,4,4,4,2
12423610,10,16.08,1,1,3,3,4,4,4,4,4,4,2,1
12422291,10,15.5,1,3,3,4,4,3,2,3,4,3,2,2
12401743,10,15.92,2,1,4,3,4,4,2,3,3,4,2,2
12404691,10,16.25,2,1,3,3,3,3,3,3,3,3,2,2
12403440,10,15.92,2,1,4,4,4,4,4,4,4,4,1,1
12425877,10,16,2,1,3,4,4,4,1,4,2,4,3,2
12414968,10,16.08,2,1,4,3,4,4,4,4,4,4,1,1
12406922,10,16,2,1,3,2,3,3,3,3,4,4,1,1
12407453,10,15.58,2,2,4,3,3,3,3,3,4,4,1,1
12402512,10,16,2,2,3,4,4,4,4,4,4,4,1,1
12422591,10,16.25,2,1,3,3,3,3,3,3,3,3,1,1
12400917,10,15.67,2,1,3,3,3,4,3,4,3,4,3,2
12419630,10,15.83,2,1,3,3,4,3,2,4,4,4,2,2
12403886,10,16.25,2,999,4,4,999,3,999,3,999,4,1,1
12407851,10,15.58,2,1,3,4,3,3,3,2,2,3,2,1
12423039,10,16,2,3,3,3,3,3,2,3,2,4,2,2
12415280,10,15.67,2,1,2,4,3,4,2,3,1,4,2,2
12414351,10,16.08,2,3,3,4,3,3,3,4,3,3,2,2
12429707,10,16,2,1,3,4,4,4,4,4,4,4,4,4
12402610,11,16.25,1,1,3,3,3,2,3,2,3,3,2,2
12400994,11,16.33,2,1,3,3,3,3,3,4,3,3,2,2
12419285,10,15.92,1,3,3,3,3,3,3,2,2,3,2,2
12424310,10,15.92,1,2,3,4,4,3,2,3,2,4,2,2
12406739,10,15.92,1,3,4,3,4,4,4,3,3,3,2,2
12424139,10,15.83,1,1,3,3,3,3,4,4,3,3,1,1
12401237,10,16.08,1,2,2,4,2,3,3,3,1,3,2,2
12421689,10,15.58,1,2,4,4,4,4,4,4,4,4,2,1
12428720,10,15.58,1,1,2,3,3,3,3,3,2,3,2,2
12427393,10,15.5,1,1,2,3,3,3,2,3,3,3,2,2
12420770,10,16.25,1,3,1,4,3,3,1,3,2,2,2,2
12404657,10,15.83,1,3,2,3,3,4,4,4,3,3,1,3
12402688,10,15.33,1,3,2,3,3,3,2,3,2,3,2,2
12419193,10,15.92,1,3,3,3,3,3,3,3,3,3,2,2
12412626,10,15.5,1,3,2,3,2,3,3,3,2,2,2,2
12429122,10,15.58,1,1,2,3,3,3,2,3,2,3,2,2
12406425,10,15.92,2,3,4,4,4,4,4,4,3,3,2,2
12407822,10,16.17,2,1,2,3,4,4,2,4,3,4,1,1
12424508,10,16,2,3,3,3,3,3,3,3,3,3,2,2
12426188,10,15.33,2,1,2,4,3,3,3,3,3,4,1,1
12421273,10,15.5,2,2,3,3,3,3,3,3,3,3,2,2
12400796,10,15.5,2,2,4,3,3,2,4,3,3,4,2,2
12428568,10,16.08,2,3,4,4,4,4,4,4,4,4,4,4
12422824,10,15.42,2,3,3,1,3,3,4,3,2,3,2,1
12426763,10,16.08,2,1,1,3,2,3,2,3,1,2,2,2
12409718,10,15.83,2,3,3,4,3,3,1,3,2,2,2,2
12408518,10,15.75,2,2,3,4,4,4,4,4,4,4,2,2
12426302,10,15.42,2,2,3,2,3,3,3,2,3,3,2,2
12400905,10,16.17,2,2,3,3,3,3,3,3,3,3,2,2
12426342,10,15.33,2,3,2,3,3,3,2,3,2,3,2,2
12428195,11,16.17,1,2,3,4,3,3,3,3,3,3,2,2
12403016,11,16.25,1,2,2,4,4,3,3,3,2,2,2,2
12410186,10,16.08,1,1,1,4,2,3,3,2,1,1,3,3
12408787,10,15.67,1,1,3,2,3,3,3,3,3,3,2,2
12421032,10,15.67,1,1,2,4,3,4,1,4,2,4,4,3
12411147,10,15.92,1,2,2,4,4,4,3,4,3,4,4,4
12416996,10,15.67,1,3,4,4,4,4,4,4,4,4,1,2
12406827,10,15.92,2,2,2,3,4,4,999,4,999,3,3,3
12420953,10,16.25,2,1,1,4,3,3,3,3,3,3,4,3
12401921,10,16.17,2,1,2,3,3,3,3,3,2,3,2,2
12403683,10,16.08,2,1,1,4,3,4,4,4,2,2,1,2
12419950,10,15.5,2,1,1,3,1,1,1,1,1,1,3,2
12423694,10,15.92,2,1,3,3,3,3,3,3,3,3,1,2
12427685,10,16,2,1,4,3,4,3,3,3,3,4,2,2
12416244,10,15.92,2,1,1,4,1,1,2,3,1,1,3,4
12407968,10,15.75,1,1,2,3,3,3,3,3,3,3,2,2
12424540,10,15.42,1,1,2,2,3,3,3,3,3,999,1,1
12402022,10,15.83,1,1,1,3,3,3,3,3,3,3,2,2
12421038,10,15.75,1,3,2,3,4,4,3,3,2,3,3,2
12414627,10,15.5,1,2,3,999,2,4,3,4,3,4,2,2
12413984,10,16,1,1,3,3,3,3,3,3,3,3,2,2
12419031,10,15.58,1,1,3,4,4,4,3,4,2,3,1,2
12418469,10,15.83,1,1,3,3,3,3,3,3,3,3,2,2
12401928,10,15.58,1,1,3,4,3,3,3,4,3,3,2,2
12429396,10,15.42,1,1,1,3,3,3,3,4,2,3,2,2
12413639,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12418693,10,15.33,2,2,3,3,3,3,3,3,3,3,2,2
12422792,10,15.67,2,1,1,3,3,3,2,3,2,2,2,2
12416328,10,16.25,2,1,2,4,4,4,4,4,4,4,2,2
12423405,10,15.83,2,3,4,3,3,3,3,3,3,3,2,2
12402124,10,16.17,2,1,1,2,4,3,1,1,1,2,2,2
12401793,10,15.58,2,3,3,3,3,3,4,4,4,4,2,2
12413529,10,16.25,2,1,1,4,3,3,3,3,1,2,2,2
12410325,10,16.17,2,1,4,1,1,1,4,4,4,4,999,999
12420606,10,16.25,2,1,3,3,3,3,3,3,3,3,2,2
12402668,10,15.92,2,3,3,3,3,3,3,4,3,3,2,1
12429805,10,15.75,2,1,4,4,4,4,4,4,4,4,1,1
12424197,10,16.17,2,2,4,4,4,4,4,4,4,4,2,2
12404553,10,15.92,2,1,3,3,3,3,3,3,3,3,1,1
12419789,10,16.17,2,2,1,4,4,3,1,2,1,2,2,2
12406825,10,15.5,2,3,1,3,3,2,2,3,2,2,2,2
12412752,10,15.67,2,3,3,3,3,3,3,4,3,3,1,1
12416147,10,16,2,1,3,3,3,3,3,3,3,3,2,2
12410722,11,16.17,1,1,3,3,3,4,3,3,3,3,1,2
12404310,9,15.58,2,1,4,4,4,3,3,4,4,4,4,1
12419331,10,15.67,1,2,2,3,3,2,3,3,3,2,2,2
12401962,10,15.83,1,2,1,4,3,3,1,4,1,1,2,2
12426411,10,16,1,1,4,3,3,3,3,3,3,3,1,2
12402435,10,16.25,1,1,3,3,3,3,3,3,2,3,3,2
12429389,10,15.83,1,1,3,3,3,3,3,3,3,3,2,2
12403802,10,15.83,1,1,3,4,1,1,3,3,2,2,3,2
12416580,10,16.17,1,1,3,3,3,3,3,3,3,3,2,2
12410307,10,15.42,1,1,3,3,3,3,3,4,4,3,2,2
12421966,10,16.17,1,1,3,4,3,3,2,3,1,4,2,2
12424590,10,16.25,1,1,3,4,3,3,4,4,3,3,2,2
12418502,10,16.08,1,1,3,3,3,3,3,4,4,3,1,2
12411965,10,15.92,2,1,4,4,4,4,4,4,4,4,3,2
12416081,10,16.33,2,1,1,4,3,3,2,3,2,3,2,2
12428377,10,16,2,1,3,3,3,3,3,3,3,3,3,2
12424592,10,16.17,2,3,2,3,2,3,3,2,2,4,1,3
12419604,10,15.58,2,1,3,2,3,3,4,3,3,3,3,3
12426937,10,15.83,2,1,2,4,3,3,3,3,2,3,2,2
12401607,10,16.08,2,1,4,4,4,4,4,4,4,4,1,2
12427506,10,16.08,2,1,3,3,3,3,3,3,3,3,2,2
12403230,10,15.83,1,1,3,3,2,2,3,2,3,3,1,1
