CNTSTUID,ST001D01T,AGE,ST004D01T,IMMIG,ST082Q01NA,ST082Q02NA,ST082Q03NA,ST082Q08NA,ST082Q09NA,ST082Q12NA,ST082Q13NA,ST082Q14NA,ST034Q02TA,ST034Q05TA
12429811,10,16.08,1,1,2,3,3,2,3,3,2,2,2,2
12424175,10,15.67,1,1,4,3,4,4,4,4,4,4,1,1
12401316,10,16.08,2,999,999,999,999,999,999,999,999,999,999,999
12406677,10,15.83,2,1,4,2,4,3,4,3,4,4,3,2
12421347,10,15.92,2,1,1,3,2,2,1,3,1,1,3,3
12410759,10,15.75,2,2,3,3,3,3,3,3,3,3,2,2
12411358,10,16.25,2,1,1,3,4,3,2,3,2,4,1,2
12416578,10,15.75,2,999,999,999,999,999,999,999,999,999,999,999
12414225,10,15.75,2,1,3,4,4,3,3,4,3,4,4,4
12429452,10,16,2,1,1,3,3,3,1,2,1,1,2,2
12426843,10,16,2,1,1,2,2,3,2,1,1,3,3,2
12425852,10,16.33,2,1,3,3,3,2,3,2,3,3,2,2
12404051,10,16.33,2,1,3,3,3,3,3,3,3,3,1,1
12421180,10,15.83,2,1,3,3,3,3,2,2,2,3,2,2
12405885,10,15.83,2,1,1,3,999,4,2,4,2,4,1,1
12423568,10,15.67,2,1,1,4,4,3,2,3,2,3,1,1
12404492,10,15.67,2,1,3,3,3,3,3,3,3,3,2,2
12400483,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12416808,10,15.67,2,1,3,3,4,4,3,4,2,4,1,1
12424623,11,16.25,2,1,2,3,3,3,3,3,3,3,2,2
12409670,11,16.25,2,999,999,999,999,999,999,999,999,999,999,999
12425018,10,15.92,1,1,2,4,3,3,3,3,3,4,2,1
12421509,10,15.58,1,1,3,3,4,4,3,2,3,4,2,2
12412287,10,15.92,1,3,3,3,3,3,3,3,3,3,2,2
12418927,10,16.25,1,1,3,3,3,3,3,3,4,3,3,2
12418420,10,15.58,1,1,3,4,4,4,3,4,3,4,2,2
12418547,10,15.5,1,1,3,4,4,4,4,4,4,4,1,1
12405488,10,15.58,1,1,3,2,2,3,2,4,2,3,3,3
12420362,10,15.67,1,1,3,3,3,3,4,3,4,4,2,2
12430027,10,15.92,1,1,3,2,2,3,3,3,3,3,2,2
12415940,10,15.67,1,2,2,4,3,4,3,3,3,3,3,3
12425017,10,15.33,1,1,3,3,4,3,3,4,4,4,2,2
12414959,10,15.5,2,2,2,3,3,3,3,999,3,3,1,2
12422680,10,16,2,3,3,3,4,3,3,3,3,3,2,2
12404566,10,15.83,2,1,3,4,4,4,4,4,4,4,2,2
12415606,10,16.25,2,1,2,3,3,3,3,3,2,3,3,3
12402236,10,15.92,2,3,4,4,4,4,4,4,4,4,2,2
12419822,10,16,2,1,3,3,3,3,4,3,3,3,2,2
12409909,10,16.25,2,1,2,4,4,4,2,4,1,4,1,1
12411417,10,15.75,2,1,2,4,4,4,4,4,4,4,1,2
12407140,10,16.08,2,1,2,4,4,4,4,4,2,4,4,4
12404132,10,15.92,2,2,3,3,4,3,4,3,4,4,3,3
12421002,10,16.25,2,1,1,1,2,3,3,3,2,1,2,3
12406542,10,16.08,2,1,1,3,3,3,1,1,1,1,1,1
12413302,10,15.92,2,3,3,3,4,2,3,4,4,4,2,2
12416278,10,15.42,2,1,3,3,3,3,3,3,3,3,1,2
12400588,10,16.08,2,1,3,4,4,4,3,4,2,4,2,2
12401787,9,15.83,2,1,3,3,3,3,3,3,3,3,2,2
12425379,9,15.42,2,3,3,3,3,3,4,3,4,4,2,2
12403905,10,15.92,1,3,3,3,3,3,4,4,4,3,2,2
12413616,10,15.58,1,2,3,4,3,3,3,999,3,3,2,2
12414283,10,15.92,1,1,1,3,1,3,1,3,1,1,4,3
12413845,10,16.08,1,1,2,2,3,3,3,3,3,3,2,2
12401796,10,16.08,1,1,2,4,3,3,2,3,2,4,2,2
12418875,10,15.75,1,1,3,3,3,3,3,4,4,3,3,2
12408375,10,16.08,1,1,2,3,3,3,2,3,2,3,2,2
12425421,10,15.58,1,1,2,4,3,2,3,4,3,3,3,2
12423210,10,15.42,1,1,3,3,3,3,3,3,3,3,2,2
12403556,10,15.67,2,1,3,3,3,2,2,2,3,3,2,2
12410747,10,15.58,2,1,3,1,3,3,4,3,3,4,1,2
12407024,10,15.67,2,1,4,3,3,3,3,3,3,3,2,2
12418752,10,16.08,2,1,3,3,3,3,3,3,3,3,2,2
12408095,10,16.25,2,1,2,3,3,3,2,3,2,3,2,1
12417917,10,16.25,2,1,2,3,4,3,4,3,4,4,2,2
12400999,10,15.5,2,1,2,3,2,3,2,3,2,3,1,2
12412901,10,16,2,3,3,3,3,3,3,3,3,3,1,1
12402661,10,16.17,2,1,3,3,3,3,3,4,3,3,2,2
12404117,10,16.33,2,1,4,2,3,3,4,3,3,3,2,2
12429189,10,16.33,2,1,2,2,3,3,3,3,3,3,1,1
12412495,11,16,2,3,2,3,2,2,2,3,2,3,3,2
12419645,10,15.67,1,2,3,4,3,3,3,3,2,3,1,2
12416646,10,15.92,1,3,3,3,3,3,3,3,1,3,2,2
12425712,10,15.33,1,1,2,3,3,3,2,3,2,2,3,2
12401062,10,15.83,1,1,1,4,3,4,1,4,1,3,1,1
12403780,10,15.92,1,3,3,2,2,3,3,2,2,2,2,3
12403908,10,15.75,1,3,3,3,3,3,3,3,4,3,3,2
12406969,10,16.17,1,1,3,3,3,2,3,3,3,3,1,2
12416900,10,16.08,1,1,4,4,3,3,2,3,2,2,2,2
12404641,10,16.25,1,1,2,3,3,3,3,3,2,2,3,3
12424227,10,16,1,1,2,3,2,2,2,3,2,2,4,3
12409731,10,16,1,1,2,3,4,4,3,4,4,4,2,2
12402901,10,15.33,1,1,4,2,2,2,3,3,3,3,2,2
12428043,10,15.42,1,3,2,3,3,3,2,4,2,3,2,2
12421075,10,15.42,2,3,3,4,4,4,3,4,3,3,2,2
12425035,10,15.5,2,3,1,3,3,3,1,4,1,3,2,2
12429839,10,15.33,2,1,4,3,3,3,4,3,4,4,1,2
12424430,10,15.75,2,1,4,4,3,4,4,3,4,3,2,2
12424526,10,15.75,2,1,3,3,3,3,2,3,3,3,2,2
12401246,10,15.5,2,3,2,3,4,3,2,2,2,3,3,2
12419864,10,16.25,2,1,3,3,3,3,3,3,3,3,2,2
12429162,10,16.08,2,1,1,4,3,3,3,4,2,3,4,3
12410931,10,15.75,2,1,4,3,4,4,3,4,4,4,3,3
12423628,10,15.58,2,3,3,3,3,3,3,3,3,3,3,2
12424462,10,15.5,2,3,4,3,4,4,4,4,4,4,1,1
12416720,10,15.92,2,1,2,4,3,4,2,3,1,3,4,2
12426254,10,15.92,2,1,3,3,3,3,3,2,3,3,2,2
12413564,10,15.58,2,3,3,3,3,3,3,3,3,3,2,2
12422841,10,15.92,2,1,3,2,3,3,3,3,2,3,2,2
12418335,10,15.75,2,1,3,3,3,3,3,3,3,3,2,2
12415336,10,16.17,2,1,4,3,4,3,2,4,4,4,1,1
12424708,10,16,2,1,3,3,3,3,3,2,2,3,2,2
12422045,10,15.5,2,1,3,3,3,3,3,3,3,4,999,2
12400639,11,16.17,1,2,2,4,2,2,2,2,2,3,1,1
12400590,11,15.58,2,3,3,3,4,3,3,4,3,3,3,2
12400346,10,15.58,1,1,1,3,2,2,1,2,1,1,4,3
12405718,10,16.08,1,2,3,3,3,3,3,3,3,3,3,2
12412116,10,15.92,1,2,1,2,1,1,1,2,1,2,4,4
12415939,10,15.67,1,1,3,3,3,3,2,3,2,3,3,2
12418559,10,15.83,1,1,4,4,4,4,2,4,4,4,1,1
12401390,10,15.58,1,1,4,3,3,3,2,3,2,4,2,2
12401275,10,15.83,1,1,2,3,3,3,2,3,2,2,2,2
12402491,10,16,1,1,1,2,3,3,1,3,1,1,3,3
12406660,10,16.25,1,3,4,4,4,4,2,3,4,4,1,2
12423258,10,16.08,1,2,3,3,4,3,3,4,3,4,1,2
12428685,10,15.5,1,1,1,3,2,3,1,4,1,1,4,4
12402004,10,15.92,1,1,3,3,3,3,2,3,2,2,3,3
12422570,10,15.67,1,2,2,3,3,3,3,3,3,3,2,2
12416598,10,15.92,1,1,4,2,4,4,4,4,3,3,2,2
12414067,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12408454,10,15.5,2,2,2,3,3,3,2,3,2,3,2,2
12407155,10,15.58,2,1,3,3,3,3,3,3,3,3,2,2
12416405,10,15.75,2,3,3,3,3,3,3,3,3,3,2,2
12422010,10,15.92,2,2,3,4,4,4,4,4,2,3,1,1
12400178,10,15.5,2,1,2,3,3,4,3,3,3,4,3,2
12412000,10,15.92,2,3,4,4,4,4,4,4,4,4,4,4
12409921,10,16,2,999,3,3,3,3,3,3,3,3,2,2
12406787,10,16,2,2,4,4,4,4,4,4,4,4,2,2
12419066,10,15.92,2,1,1,2,1,4,1,3,1,2,3,2
12430486,10,16.25,2,999,999,999,999,999,999,999,999,999,999,999
12425606,10,16.08,2,2,3,4,3,4,4,4,4,4,1,2
12415224,10,15.33,2,2,3,4,3,3,3,3,2,3,2,2
12407877,10,15.67,2,2,3,3,2,4,2,3,4,4,1,2
12408628,10,15.75,2,3,3,1,3,3,3,4,4,4,1,2
12421989,11,16.17,1,1,2,4,3,3,3,4,2,3,2,1
12401748,9,16.25,1,1,3,3,3,3,3,3,3,3,1,2
12424725,9,15.42,1,1,3,4,4,4,4,4,4,4,3,2
12416631,9,15.67,2,1,2,3,999,999,2,3,999,999,999,999
12405398,9,15.42,2,1,2,3,3,3,2,3,2,2,2,2
12418999,10,16.17,1,1,3,3,3,3,3,3,3,3,1,2
12411863,10,16.33,1,1,2,3,3,3,3,3,3,3,3,2
12416156,10,15.58,1,1,2,3,3,3,3,3,3,3,3,2
12413744,10,15.92,1,1,3,3,3,3,3,3,3,3,4,4
12406898,10,15.67,1,1,4,3,3,4,4,4,4,4,2,1
12401862,10,15.58,1,1,3,3,3,3,2,3,2,2,2,2
12419371,10,15.92,1,2,3,4,3,3,3,3,3,3,3,3
12420648,10,15.83,1,1,2,3,3,3,2,2,2,2,3,2
12400819,10,16,1,1,2,3,3,3,3,3,3,3,2,2
12416429,10,15.67,2,1,3,3,2,3,4,4,3,4,1,1
12422857,10,15.75,2,1,3,3,3,3,3,3,3,3,3,3
12430682,10,16.33,2,1,4,3,3,3,3,3,3,3,1,2
12430667,10,15.75,2,1,3,3,3,3,3,3,3,3,3,3
12417852,10,16.33,2,1,3,4,4,4,4,4,3,3,2,2
12425525,10,15.83,2,3,2,2,2,2,2,2,2,2,1,1
12412843,10,16.17,2,1,3,3,3,3,3,3,3,3,2,2
12429305,10,16.17,2,1,4,4,4,4,4,4,4,4,1,1
12419623,10,16.33,2,1,4,3,3,3,4,2,3,3,1,1
12415170,10,15.75,2,1,2,3,3,3,3,3,3,3,2,2
12405203,10,15.58,2,1,1,4,3,3,2,999,4,2,2,2
12424516,10,15.58,2,1,2,2,3,3,3,3,2,2,2,2
12411230,10,15.92,2,1,3,3,3,3,4,4,4,4,2,2
12402742,10,15.75,2,1,3,3,4,4,4,4,4,4,2,2
12412744,10,15.58,2,1,3,3,1,3,3,3,3,3,2,2
12418751,10,15.42,1,1,2,4,4,4,3,3,2,4,3,3
12419214,10,15.58,1,1,2,4,3,3,2,4,2,4,3,2
12410511,10,16.08,1,1,3,3,3,4,4,4,3,4,2,2
12417440,10,15.67,1,2,2,3,3,3,2,4,2,3,2,2
12418526,10,16.33,1,1,4,3,3,3,3,3,3,3,2,2
12418198,10,15.5,1,1,3,3,3,4,4,3,3,3,2,2
12428196,10,16.08,1,1,4,2,2,2,4,2,4,4,3,3
12425730,10,16.08,1,1,2,3,3,3,2,3,2,3,2,2
12425497,10,15.75,1,1,3,3,3,3,4,4,3,4,1,1
12420376,10,15.92,1,2,2,3,3,3,2,3,2,3,3,2
12416799,10,15.92,1,1,4,3,4,4,4,4,2,3,2,2
12419210,10,15.75,1,1,2,4,3,3,2,3,2,3,3,2
12421316,10,15.42,2,2,3,4,4,4,4,3,3,4,1,1
12411777,10,15.42,2,1,3,3,1,2,3,3,3,3,2,2
12414135,10,15.58,2,999,999,999,999,999,999,999,999,999,999,999
12401268,10,16.25,2,1,3,3,3,4,4,4,2,3,2,2
12408368,10,15.83,2,1,2,2,3,3,2,3,4,3,2,2
12410182,10,15.67,2,1,4,3,3,3,4,4,4,4,2,2
12411865,10,15.67,2,1,3,2,3,3,2,2,3,3,2,2
12424348,10,16.33,2,999,3,3,3,3,3,3,3,3,1,2
12408268,10,16.17,2,999,999,999,999,999,999,999,999,999,999,999
12410918,10,16.33,2,1,3,3,2,4,4,3,4,4,3,2
12429532,10,15.92,2,2,3,3,3,3,3,3,3,4,1,2
12422158,10,15.92,2,3,2,3,3,3,3,3,3,3,2,2
12402639,10,15.5,2,1,3,3,3,3,2,3,3,3,2,2
12421815,9,15.5,1,1,999,999,999,999,999,999,999,999,3,2
12413972,9,15.33,2,1,3,3,3,3,3,3,3,3,2,2
12430779,10,16,1,1,4,3,4,4,4,4,999,4,2,1
12416699,10,15.42,1,3,3,3,3,3,3,3,3,3,2,2
12421561,10,15.92,1,1,1,3,3,3,1,3,1,3,4,2
12414027,10,15.58,1,1,2,3,2,3,3,3,2,2,3,3
12425522,10,15.75,1,2,1,2,4,4,4,3,4,4,3,3
12413683,10,15.92,1,1,3,3,3,3,3,3,3,3,2,2
12416186,10,15.33,1,1,1,3,3,3,1,3,2,3,2,2
12404025,10,16,1,3,3,3,4,3,3,3,3,3,2,2
12400085,10,15.67,1,1,1,3,2,3,1,3,1,1,3,2
12425556,10,16.25,2,3,4,4,4,4,4,4,4,4,4,4
12402160,10,15.92,2,2,3,3,3,3,3,3,3,3,2,2
12421414,10,16.17,2,3,3,3,3,3,4,3,3,3,2,2
12406556,10,15.33,2,1,4,4,3,3,4,3,4,4,2,2
12430171,10,15.92,2,3,3,4,3,3,3,4,4,4,1,2
12424444,10,16.08,2,999,999,999,999,999,999,999,999,999,999,999
12413628,10,15.42,2,1,999,999,999,999,999,999,999,999,999,999
12404567,10,16.25,2,1,3,3,3,3,3,3,3,3,4,4
12429576,10,16.17,2,1,3,3,3,3,3,3,3,3,1,2
12401799,10,15.83,2,1,999,999,999,999,999,999,999,999,999,999
12429638,11,16.25,2,1,2,3,3,3,3,3,2,3,2,2
12409836,11,16.17,2,1,1,2,3,2,2,3,1,1,3,2
12423325,9,15.42,2,1,3,3,3,3,4,3,3,3,1,1
12424661,10,16.08,1,2,3,3,3,3,3,3,3,3,2,2
12411601,10,16.17,1,1,3,3,2,2,3,3,3,3,3,2
12421856,10,15.58,1,2,1,3,3,2,2,2,2,2,2,1
12403229,10,16.17,1,999,999,999,999,999,999,999,999,999,999,999
12424418,10,15.5,1,999,999,999,999,999,999,999,999,999,999,999
12417200,10,15.67,1,1,2,3,3,3,2,3,2,3,2,2
12412922,10,15.5,1,1,3,3,3,3,2,4,4,3,2,2
12403640,10,15.58,1,1,999,999,999,999,999,999,999,999,999,999
12405638,10,15.83,1,1,3,3,3,3,3,3,2,3,2,2
12425668,10,15.67,1,2,3,3,3,3,3,3,3,3,1,2
12406989,10,15.42,1,1,3,4,4,3,3,3,3,3,2,2
12420778,10,15.75,1,1,1,4,4,4,4,4,4,4,1,3
12401963,10,16.08,1,1,2,2,2,4,2,3,2,3,4,3
12411649,10,16.08,1,1,2,4,4,4,4,4,4,4,2,2
12418327,10,15.67,1,1,3,3,3,3,3,3,3,3,3,2
12402501,10,16.17,1,2,2,3,3,4,3,3,3,4,1,1
12428699,10,15.5,1,1,3,3,3,3,3,3,3,3,2,2
12402246,10,16.08,2,1,999,999,999,999,999,999,999,999,999,999
12430445,10,16,2,2,1,4,3,3,2,3,2,3,3,2
12403226,10,15.75,2,999,999,999,999,999,999,999,999,999,999,999
12417910,10,15.92,2,1,3,3,3,3,3,999,3,999,2,2
12417224,10,15.58,2,1,2,3,4,3,3,3,3,3,2,2
12408780,10,16,2,1,2,3,3,3,2,2,2,3,2,2
12429972,10,16.25,2,1,3,4,3,3,2,3,2,3,2,2
12417661,10,15.83,2,2,4,3,4,4,4,4,4,4,2,2
12407125,10,15.67,2,1,4,3,3,1,1,3,3,3,2,2
12427360,10,15.5,2,1,3,3,3,3,3,3,3,3,2,2
12411926,10,15.67,2,2,3,3,3,3,2,2,3,3,2,2
12403710,10,16.17,2,3,2,4,3,3,3,3,2,2,1,2
12420583,10,15.92,2,1,4,4,2,3,2,2,2,4,2,2
12401552,10,15.67,2,3,3,2,4,3,3,4,3,4,2,2
12404744,10,15.67,2,3,3,3,3,3,4,3,4,3,2,1
12427282,10,15.92,2,1,1,3,3,3,2,3,1,2,2,2
12406912,10,15.58,2,1,1,3,4,4,3,3,2,1,1,1
12408103,10,16.08,2,1,1,2,2,3,2,3,2,1,2,3
12419245,10,15.75,2,999,999,999,999,999,999,999,999,999,999,999
12421877,11,16.25,2,999,3,3,2,3,2,3,2,3,2,2
12420938,10,15.5,1,1,4,3,3,3,4,4,4,4,2,2
12402089,10,16.17,1,2,3,3,3,3,2,3,3,3,4,3
12411707,10,16,1,1,2,3,3,3,2,3,3,3,3,2
12405237,10,16,1,3,4,4,4,4,4,4,4,4,3,2
12429261,10,16.17,1,1,3,3,3,3,3,3,2,2,2,2
12414742,10,16.08,1,1,2,3,3,3,3,3,3,3,2,2
12411879,10,15.5,1,1,3,3,3,3,3,3,3,3,2,2
12404385,10,15.33,1,1,4,4,4,4,4,4,4,4,1,1
12401255,10,15.75,1,1,3,4,3,3,3,4,3,3,3,2
12403433,10,16,1,2,3,3,3,3,4,4,3,3,3,2
12413901,10,16.08,1,1,3,3,3,3,3,3,3,3,2,2
12413532,10,15.67,1,1,4,4,3,4,4,4,3,3,4,999
12411135,10,15.75,1,1,2,4,4,3,3,3,3,3,2,2
12419770,10,15.67,1,1,4,3,4,4,3,3,999,3,2,2
12420824,10,15.33,1,2,4,3,4,3,4,3,4,4,2,2
12414701,10,15.67,1,1,1,3,2,3,1,4,3,3,3,2
12409891,10,16,2,1,3,3,3,3,3,3,3,3,2,2
12430697,10,15.67,2,1,4,2,3,4,4,4,4,4,1,1
12407385,10,15.75,2,1,4,3,4,3,4,4,3,4,1,1
12430303,10,16,2,1,3,3,3,3,4,3,2,3,1,2
12402409,10,16.08,2,1,4,3,3,3,4,3,4,4,4,4
12400535,10,15.42,2,2,1,3,3,3,2,4,2,2,2,2
12411541,10,16.25,2,1,2,3,3,3,3,3,3,3,2,2
12409148,10,15.67,2,1,4,3,2,3,3,3,3,3,1,1
12425168,10,16.25,2,2,1,4,3,3,1,2,1,2,2,2
12416498,10,15.33,2,1,3,3,2,3,3,3,3,3,2,2
12407124,10,16.08,2,1,3,3,3,3,3,3,3,3,2,2
12420803,10,16.08,2,1,4,2,2,2,4,3,4,4,2,2
12407587,10,15.5,2,1,3,3,3,3,3,3,3,3,2,1
12427451,10,15.33,2,999,1,2,3,4,3,2,1,4,4,2
12424586,10,15.33,2,2,3,3,3,3,3,3,3,3,2,2
12401163,10,15.67,2,1,3,2,3,3,2,3,1,3,1,1
12417459,11,16.25,1,1,3,3,3,3,3,3,3,3,2,2
12407201,9,15.58,1,1,3,3,3,3,3,3,3,3,3,2
12423901,9,15.5,1,1,3,3,3,3,3,3,3,3,2,2
12430481,9,15.67,1,1,4,3,3,3,3,3,3,4,2,2
12416782,9,15.58,1,1,3,3,3,3,3,3,3,3,3,2
12422698,9,15.67,2,1,3,3,3,3,3,3,3,3,1,2
12405219,9,15.42,2,1,3,3,2,3,2,3,2,3,3,2
12407781,9,15.42,2,1,3,3,3,3,3,3,3,3,2,3
12408395,9,15.42,2,1,1,3,2,3,3,3,3,3,1,1
12400228,9,15.58,2,1,4,3,2,3,3,3,3,3,2,2
12406534,9,15.42,2,1,2,4,3,3,2,2,3,3,3,3
12403550,10,15.75,1,1,3,3,3,3,2,3,3,3,2,2
12429714,10,15.58,1,1,3,3,3,3,3,2,3,3,2,2
12429506,10,15.67,1,1,3,4,4,4,3,999,3,3,1,2
12401345,10,16.08,1,2,2,3,3,3,3,3,2,3,2,2
12414250,10,16,1,1,3,3,3,3,2,4,3,3,1,2
12409017,10,15.58,1,1,2,3,3,3,2,3,2,3,3,2
12417106,10,16,1,1,4,2,3,3,4,3,3,3,2,2
12427926,10,16.17,1,1,2,3,3,3,3,3,3,3,2,2
12415529,10,15.83,1,1,4,3,3,3,3,3,3,3,1,2
12428280,10,16.25,1,1,3,3,3,3,3,3,3,3,2,2
12406977,10,15.92,2,1,3,3,3,3,3,3,3,3,3,2
12411894,10,15.75,2,1,3,3,3,3,3,3,3,3,2,2
12418063,10,16.25,2,1,2,3,3,3,3,3,3,3,2,2
12404431,10,16,2,1,3,2,3,3,2,4,3,3,2,2
12425244,10,16.33,2,999,3,2,3,3,3,2,3,3,3,2
12416160,10,15.83,2,1,3,4,3,3,3,3,2,3,2,2
12429786,10,16.33,2,1,3,2,3,2,2,3,3,3,3,3
12404837,10,16.17,2,2,3,2,999,999,999,999,999,999,999,999
12405561,10,16,2,1,3,3,3,3,999,3,3,3,2,3
12415150,10,15.83,1,2,3,3,3,3,2,3,2,4,2,2
12420990,10,15.58,1,3,1,3,3,3,1,3,1,1,2,2
12407504,10,16,1,2,3,3,3,3,3,3,4,3,2,2
12412251,10,16.25,1,3,3,3,3,3,3,3,3,3,2,2
12417358,10,15.67,2,2,4,3,3,3,3,3,3,3,2,2
12426649,10,15.83,2,3,1,4,4,4,4,3,2,2,2,3
12403394,10,15.67,2,1,2,4,2,2,2,4,2,3,2,2
12426851,10,16,2,3,3,3,3,2,3,3,3,3,2,2
12422019,10,15.92,2,2,3,3,3,4,3,3,4,4,2,2
12409967,11,16.33,2,2,3,3,4,4,3,3,3,3,1,1
12406901,9,15.33,1,1,3,2,3,3,3,2,2,3,3,2
12407769,9,16.08,1,1,3,3,3,3,3,3,3,3,2,2
12423986,9,15.33,2,1,4,3,3,3,3,2,3,3,2,2
12407780,9,15.58,2,1,4,3,3,3,3,2,3,4,1,1
12415568,9,15.33,2,3,3,3,3,3,3,3,3,3,3,2
12430030,9,15.5,2,1,1,3,4,3,2,4,1,3,3,2
12408812,10,16.25,1,1,3,3,3,3,4,3,3,3,4,2
12424635,10,15.67,1,1,4,4,4,4,4,4,4,4,1,1
12406939,10,16.08,1,1,3,3,4,4,3,3,3,4,2,2
12406340,10,15.67,1,1,3,3,3,3,3,3,3,3,2,2
12428315,10,15.58,1,1,1,3,3,2,1,3,1,2,3,2
12424699,10,15.75,1,1,3,3,2,3,3,3,3,3,4,2
12408599,10,15.75,1,1,1,3,1,2,1,1,1,1,3,4
12423928,10,15.58,1,1,1,3,3,3,1,3,1,2,2,2
12426759,10,16.08,1,1,2,3,3,3,2,2,2,3,3,2
12426201,10,15.92,1,1,3,999,2,2,2,2,2,2,3,3
12430427,10,15.42,1,1,4,4,3,4,4,4,4,4,1,1
12426142,10,16.17,1,1,1,4,3,3,3,3,1,2,2,2
12421430,10,16,2,1,2,3,3,3,3,3,2,2,1,2
12404002,10,15.5,2,1,3,3,3,3,3,3,3,3,3,2
12400225,10,15.83,2,1,999,999,999,999,999,999,999,999,999,999
12420940,10,16.25,2,1,2,4,3,3,3,3,2,3,2,1
12423776,10,15.67,2,1,4,3,3,3,4,4,4,4,1,2
12422835,10,15.83,2,1,2,3,2,3,3,3,2,4,2,2
12422881,10,15.58,2,1,4,3,4,4,4,4,4,4,1,2
12414748,10,15.83,2,1,2,3,3,3,3,2,2,2,2,1
12411885,10,16,2,1,3,3,3,3,2,4,3,4,2,2
12426934,10,15.42,2,1,3,3,2,3,3,3,2,3,2,2
12417405,10,15.5,2,1,1,3,2,3,3,3,2,2,3,2
12427284,10,15.67,2,999,3,3,3,3,3,3,3,3,2,2
12417148,10,16.08,2,1,3,4,3,3,3,3,3,3,1,1
12401363,10,15.58,2,1,3,3,2,3,3,3,3,4,2,1
12428330,10,16.17,2,1,2,2,3,3,2,3,2,3,2,2
12401772,10,15.75,2,1,3,4,4,4,4,4,4,4,2,2
